PM10,SO2,NO2,CO,TEMP,PRES,DEWP,RAIN,WSPM,O3,PM2.5
75,11,12,1100,28,997.7,21.3,0,1.3,104,77
50,10,8,1100,28.9,997.5,21.4,0,1.7,138,70
49,8,8,900,29.3,997.6,21,0,2.2,160,58
57,8,16,900,30.4,997.2,22,0,1.3,178,69
74,5,9,800,30.7,996.4,21.2,0,1.7,195,68
74,4,10,900,30.8,996.1,21.6,0,1.3,220,72
108,4,12,1000,29.6,996.4,21.8,0,1.5,244,85
95,4,14,1100,22.9,998.2,19.7,3.9,3.6,247,91
95,3,18,900,22.8,995.6,19,0.3,1.5,194,80
80,3,18,500,22.7,996.6,18.9,0,1.2,108,80
23,3,48,500,22.5,996.6,18.9,0,2,61,16
23,3,39,500,22.7,997.1,18.7,0,1.9,49,20
23,3,15,400,23,997.8,18.5,0,1.4,83,23
18,3,58,500,26.9,997.2,14.3,0,4.5,34,11
18,3,58,400,26.1,997.6,14.2,0,1.9,79,11
12,3,23,300,23.9,997.5,16.4,0.1,3.2,125,12
58,3,35,400,23.5,996.3,16.3,0,1.4,98,14
58,3,25,400,22.5,994.3,17,0,1.2,103,11
16,3,16,400,21.5,994.9,16.9,0,0,112,16
19,3,19,400,22.1,995.2,16.6,0,0.8,93,11
14,3,24,400,22.9,995.6,17.6,0,0.5,80,13
22,3,31,400,24.9,995.7,17.6,0,1.4,73,17
41,5,59,600,27.5,995.3,18.2,0,1.6,45,17
21,3,35,500,29.5,995.6,17,0,0.7,80,13
21,4,8,400,29.9,995.6,17,0,1.7,119,10
42,4,15,400,30.8,995.1,17.1,0,2.8,126,10
42,5,15,400,31.3,994.4,17.6,0,1.6,155,13
47,4,18,500,32.6,993.7,16.4,0,2.1,186,29
47,4,18,500,33.2,993.4,17,0,3.3,220,29
38,5,19,500,33.2,993.1,17.4,0,2.7,249,20
56,4,17,500,32.8,992.7,17.4,0,2.2,257,33
52,5,16,500,32.2,992.7,17.7,0,1.3,250,31
53,6,17,500,30.4,992.5,19.7,0,2,232,26
101,6,23,600,29.3,993,20.2,0,0.4,223,32
71,5,29,600,26.9,993.8,20.7,0,0.8,176,32
68,5,29,600,25.7,995.2,20.3,0,1.8,146,34
47,3,28,700,25.7,994.7,20.3,0,1.1,125,38
46,3,25,600,25,993.3,20.5,0,0.7,123,33
60,3,67,700,24.3,993.9,20.6,0,1.7,64,44
62,3,51,700,25.1,993.2,19.2,0,0.9,62,39
62,3,14,600,24,993.3,18.6,0,1.6,101,23
30,3,10,500,22.9,992.7,18.2,0,0.8,106,30
25,3,31,500,22.4,992.6,16.7,0,1.2,72,25
19,3,15,400,22.3,992.5,16.6,0,0.6,80,19
9,3,19,400,24.5,993.1,16.7,0,0.7,70,15
31,4,23,500,26.3,993.1,18.4,0,0.8,66,20
28,12,21,600,28.7,992.7,17.6,0,0.4,70,17
38,14,27,600,30.6,992.5,17.7,0,1.1,78,25
28,36,32,800,31.5,991.9,17.8,0,1.7,81,23
62,37,40,900,31.6,991.3,19.3,0,2.3,85,33
80,32,46,900,31.9,990.5,19.5,0,1.7,91,34
53,17,30,700,33.4,989.7,19.1,0,1.9,139,29
77,11,30,700,33.6,988.9,19.7,0,1.5,192,37
98,8,25,800,32.9,988.1,20.1,0,2.1,264,42
116,9,22,900,32.6,987.5,20.8,0,1.4,316,56
145,8,23,1000,31.2,987.4,22,0,1.6,326,75
136,5,26,1000,27.6,990.6,22.8,0,4.1,312,82
128,6,31,1000,22,992.3,19.2,8.5,3.9,237,66
128,3,13,500,21.4,991,18.6,2.8,1.9,167,25
8,3,10,400,22.3,990.2,19.3,0,0.6,138,8
19,3,10,400,22.1,991,19.8,0,0.8,122,15
23,3,28,500,21.7,991.4,19.4,0,0.9,76,15
23,3,23,500,21.3,991.3,19.4,0,0.6,74,30
NA,3,9,400,20.6,990.8,19.1,0,0.5,78,23
19,3,6,400,20,990.4,18.8,0,0.1,63,19
20,3,9,NA,19.6,989.8,18.3,0,0.7,NA,20
16,3,9,400,19.3,989.4,18,0,0.8,51,16
19,3,12,400,19.3,989.4,18.1,0,0,55,19
35,3,48,700,21.7,990.2,18.9,0,1.2,15,30
89,3,48,700,23,990.4,18.3,0,0.7,10,55
89,3,50,700,25.4,990.1,19.5,0,1.7,22,47
18,4,45,600,27.1,990,19.2,0,1.6,48,32
29,9,56,700,28,989.9,19.8,0,1.3,41,28
93,8,50,700,30,989.5,19.4,0,1.4,54,33
33,15,46,700,31.1,989.1,19.8,0,1.6,76,30
73,14,40,700,31.4,988.8,21.3,0,2.5,106,42
77,14,30,800,32.5,988.4,21.1,0,2.4,131,31
54,13,27,700,33.2,988.1,20.4,0,2,215,39
57,11,24,700,33.3,987.9,20.5,0,1.8,307,42
57,10,24,700,33.6,987.6,20.4,0,0.9,311,46
74,9,24,700,31.4,987.8,20.7,0,1,304,41
93,7,29,700,28.5,988.4,22.3,0,0,259,50
105,5,39,800,28.1,989.5,21.9,0,1.7,238,63
118,5,40,800,26.5,989.7,21.9,0,0.1,181,66
92,4,38,900,26.3,989.7,21.9,0,0,148,69
61,6,27,800,26.1,989.6,22,0,0.7,137,59
61,6,20,800,25.6,990.2,22.3,0,1,126,55
64,5,13,700,25.5,990.2,22.4,0,0.9,116,56
79,5,56,800,25.4,990,22.5,0,0.9,57,66
70,5,27,800,25,990.1,22.5,0,0.9,76,69
77,5,83,900,24.7,990.1,22.4,0,0,8,77
77,4,61,900,24.8,990.1,22.5,0,0.4,24,80
55,3,24,800,25.3,990.8,22.8,0,1.8,50,72
77,4,22,800,26.2,991.1,23.1,0,0,58,72
110,6,69,1000,26.8,991.6,23.1,0,0.4,6,89
120,5,64,1000,28.8,991.7,23.5,0,1.1,27,104
151,8,70,1100,30,991.4,23.9,0,1,36,110
151,8,70,NA,30.9,991,24.1,0,0.6,NA,110
178,6,16,900,31.9,990.3,24,0,1.3,189,76
171,3,12,900,32.3,990,24.6,0,1.3,224,129
174,4,12,1000,32.2,989.8,25,0,2.3,243,135
192,4,17,1100,32.3,989.6,25.1,0,1.3,276,163
204,3,20,1200,32.3,989.1,25.6,0,1.6,293,194
201,3,19,1300,31.8,989.5,25.9,0,1.7,289,198
196,3,17,1400,31.4,990.1,26,0,1.2,253,192
196,3,19,1500,30.6,990.9,25.9,0,0.9,203,200
195,3,21,1500,29.8,992.1,25.8,0,0.6,165,195
201,3,20,1500,29.8,992.2,26,0,0.7,142,197
203,3,17,1500,26.1,993.5,21.5,0,3.7,123,199
196,3,14,1200,23.5,992.4,21.8,11.5,0.9,117,186
196,3,8,500,24.3,993.9,21.2,0,2,112,15
15,3,2,500,24.7,993,21.8,0.3,2,102,14
15,3,NA,500,23.9,993.3,22,0.1,1.9,102,13
34,3,22,600,24.2,993.9,22.1,0,1.5,68,30
39,3,60,600,24.4,994.2,22.3,0,1,8,28
38,3,52,700,24,994,22.3,0,0.6,7,28
39,3,28,700,24.2,993.6,22.1,0,0.9,26,35
41,5,36,700,24.7,994,22.4,0.4,0.7,20,37
42,3,44,700,27.1,994.3,22.1,0,0.1,9,36
38,4,19,600,28.1,994.3,20.9,0,0.7,44,30
37,7,13,700,28.9,994.9,19.8,0,1.8,38,29
39,9,16,600,27.8,994.5,19.8,0,2.5,46,28
28,15,17,700,28.5,994.4,18.9,0,2.5,54,25
39,20,16,800,26.8,994.9,19.7,0,2.6,53,31
34,16,17,700,24.3,995.3,20.2,0.3,1.6,48,22
33,9,19,600,23.4,994.8,20,0.2,1.8,46,18
15,6,13,800,22.9,994,20.2,0.4,1.9,61,15
15,5,12,600,23.4,994,19.5,0,0.2,67,12
14,6,19,600,23.2,992.9,19.8,0,1.1,56,13
22,8,34,700,22.9,993,20.1,0,1.3,25,18
18,9,17,600,24,993.6,18.6,0,0.9,47,15
33,14,38,700,23.8,993.6,19.1,0,0.2,22,21
24,13,20,700,23.9,993,19.4,0,0.7,43,15
18,17,26,600,24.2,992.8,18.8,0,0.8,35,18
19,14,17,600,24.2,992.2,18.6,0,0.8,45,13
19,9,6,500,24,992.3,18.4,0,0.9,56,13
18,17,8,600,23.6,992,18.3,0,0.9,55,17
22,17,9,600,24.2,991.7,18.2,0,0.9,55,16
20,12,8,500,24.4,991.8,18.6,0,1.4,54,14
21,14,9,600,24.5,991.8,18.2,0,1.6,52,16
25,19,12,600,25.2,991.8,18.4,0,1.7,47,17
32,21,19,700,27.3,992,17.8,0,3.5,37,20
35,19,19,700,29.2,991.9,19.5,0,1.5,35,20
37,19,18,700,31.1,991.7,17.8,0,4.7,40,20
36,20,11,600,32.4,991.8,17.8,0,3.4,68,23
40,16,8,600,33.5,991.4,18,0,3.6,92,26
42,18,7,600,34.2,990.9,19.5,0,1.1,116,30
47,14,8,600,33.9,990.4,19.2,0,2.7,136,32
51,14,16,600,34.3,989.7,20.3,0,2.9,149,29
59,13,20,600,34.5,989.4,20.1,0,1.8,186,33
63,10,14,600,34.7,989.2,20.7,0,2.5,222,35
61,8,14,600,34.1,989.7,20.5,0,0.4,250,33
65,6,18,600,32.4,990.7,21.6,0,1.4,264,31
80,8,28,700,31.1,992.4,14.3,0,3.3,220,33
55,7,28,700,29.6,992.5,14.6,0,1.4,152,31
26,7,25,400,28.9,992.4,13.9,0,1.5,91,21
16,7,13,400,27.2,992.1,13.9,0,0.8,110,13
18,8,12,400,25.4,992,14.8,0,0.6,105,15
17,7,14,400,24.6,992.1,15,0,0.9,99,15
20,5,22,400,24.8,991.6,14.9,0,1.5,80,12
14,5,15,400,24.2,991.6,14.9,0,1.7,90,10
15,5,10,NA,23.4,992.1,15.4,0,0.8,NA,15
24,8,10,200,22.8,992.4,15.9,0,1.1,80,16
29,16,11,400,22.6,992.9,16.6,0,1.1,72,21
44,32,21,700,25.1,993.1,16.8,0,1.3,57,27
54,43,32,800,27.3,993.4,16.3,0,2.5,51,35
54,42,28,800,28.5,993.4,17.4,0,2.4,55,26
54,42,28,700,30.8,993.1,18.2,0,1.4,55,26
54,35,17,800,32.8,992.7,18.2,0,1.3,66,32
58,25,12,600,34.6,992.5,17.3,0,4.6,85,33
55,20,5,500,35.4,991.9,15.7,0,2.9,118,30
53,11,NA,300,36.4,991.4,15,0,2.4,141,35
40,10,NA,300,36.9,991,15.9,0,0.5,147,29
29,9,NA,300,37.7,990.6,13,0,2.2,146,24
27,6,3,200,37.6,990.5,12.9,0,0.4,145,21
22,5,NA,200,34.6,991,20.2,0,1.9,136,10
88,9,11,400,33.4,991.3,21.2,0,0.6,228,31
110,10,26,600,30.1,992.4,20.4,0,1.1,219,46
111,8,26,600,29.3,993.2,20.2,0,0,153,49
62,3,10,500,29.2,993.6,20.1,0,0.7,109,35
62,4,9,500,27.6,993.7,20.2,0,1.2,109,35
59,3,6,400,27.1,994,20.4,0,1.1,118,39
58,4,2,400,25.8,994.1,21,0,0.8,125,33
75,5,40,500,25.8,994.3,21,0,0.5,73,43
70,3,3,500,25,994.4,21.3,0,1,111,49
68,3,3,500,25,994.4,21.3,0,0.5,114,45
69,4,7,500,24.7,994.7,21.4,0,0.5,92,49
69,3,NA,500,24.7,995.4,21.4,0,0.5,103,49
76,3,10,600,26.8,996.5,21.8,0,0,72,55
85,4,52,600,28.1,997.1,21.6,0,0,26,58
103,4,35,700,29.5,997.2,22.5,0,1,51,60
103,4,35,700,31.5,997,22.8,0,0.9,76,60
109,8,11,600,32.7,996.5,23.6,0,1.3,136,61
113,7,NA,700,32.5,996.1,24.3,0,1.9,182,66
128,4,NA,700,33.2,995.8,24.4,0,2.2,201,75
114,3,NA,700,34,995.5,24.6,0,1.2,206,77
135,8,NA,800,34.5,995.3,24.4,0,2.5,238,96
154,8,NA,900,33.7,995.2,25.1,0,2,271,108
167,5,NA,1000,33.9,995.2,25.3,0,1.7,281,126
192,4,2,1100,33.5,995.4,25.5,0,1.9,306,150
192,4,2,1200,33,996,25.5,0,2.2,312,150
212,6,11,1300,31.9,996.4,24.5,0,2.2,263,177
175,11,15,1300,31.7,997.1,23.3,0,1.3,192,164
143,17,12,1100,31.1,997.3,24,0,1.3,159,133
156,15,15,1100,30.7,997.7,23.9,0,1.1,132,126
156,13,11,1100,28.8,997.9,24.8,0,1,124,137
154,11,9,1100,27.4,997.8,24.7,0,0.9,112,134
182,9,72,1300,27,997.7,24.5,0,0.6,25,153
185,7,78,1300,26.7,997.9,24.5,0,0.8,2,161
172,7,51,1300,26.3,997.9,24.3,0,0.8,18,159
172,8,21,1100,26,997.5,24.4,0,0.9,36,160
172,7,15,1100,26.4,997.9,24.2,0,1.5,31,166
176,7,10,1200,26.9,998.1,24.7,0,0.9,32,159
176,8,24,1300,27.6,998.6,25.6,0,0,17,201
231,11,38,1500,28.3,998.9,25.7,0,1.6,10,226
267,16,25,1700,28.8,998.8,25,0,2.7,35,255
267,16,22,1600,29.5,998.1,25,0,2.2,53,268
72,14,5,1300,29.5,997.8,25.3,0,1.8,91,154
115,20,5,1700,29.8,996.4,25.8,0,3.1,102,164
197,17,12,2200,30.3,996.1,25.8,0,2.6,85,175
197,17,5,2100,25.6,995.9,22.7,1.3,2.4,111,237
121,13,NA,1900,25.7,996.7,24.1,13.2,1.7,133,216
7,5,NA,700,24.7,995.9,22.6,0.5,1.4,122,62
41,4,6,700,25.1,995.4,23,0.3,1.1,101,41
5,4,18,700,25,996.6,23.1,0.1,1.3,72,27
30,3,9,700,25.1,997.9,23.2,0,2.1,72,18
41,4,30,700,24.9,997.8,23,0,1.7,42,40
48,4,24,700,25.2,995.7,22.5,0,1,31,35
48,3,17,600,24.9,995.3,22.8,0,2.2,35,50
37,3,12,600,24.6,995.4,23,0,1,36,31
51,4,11,600,24.3,996.3,22.9,0,0.8,36,39
57,3,14,700,24.2,996.8,23,0.1,1.2,22,49
53,4,30,700,24.4,996.5,23,0,1.3,5,53
54,4,43,800,24.4,996.1,22.5,0,1.4,2,52
54,4,13,500,24.2,995.6,22.6,0,0.2,32,59
31,3,NA,500,24,995.8,22.6,0,0,35,52
32,3,NA,500,24.2,995.9,22.6,0,0.8,28,54
36,3,NA,500,24.6,996.6,23,0,1.2,23,56
46,3,NA,NA,25.2,997.2,22.7,0,1.5,18.4212,56
58,4.8552,28.1261,NA,26.7,997.2,22.8,0,1.5,11.9952,66
54,6.2832,17.8611,NA,28.1,996.8,22.6,0,0.8,31.2732,66
41,6,5,500,28.5,996.4,23.2,0,1.9,75,64
52,6,5,500,29.3,996.1,23,0,1.6,115,64
53,5,NA,500,29.4,995.9,22.9,0,2.4,151,58
53,5,NA,500,29.6,995.5,22.6,0,2.7,168,48
55,5,3,600,29.8,995.3,22.5,0,0.5,171,51
53,4,3,600,29.5,994.7,23,0,1.6,183,50
55,4,4,600,29.3,995,23.3,0,1.3,178,50
61,4,11,600,28.8,995.3,23.2,0,1.6,137,55
73,4,14,600,28.4,995.8,23.5,0,2.5,131,60
81,3,17,700,28.3,996.4,23.7,0,1.3,110,64
69,4,8,600,27.9,996.8,23.5,0,1.7,105,65
70,4,10,600,27.5,996.2,23.5,0,2,83,67
70,3,15,600,27.2,996.4,23.7,0,1.3,60,69
81,3,18,600,26.9,996.5,23.6,0,1.2,46,79
85,4,18,700,26.5,996.6,23.8,0,0,39,72
82,4,18,700,26.4,997.3,23.7,0,1.6,34,76
92,7,20,NA,26.1,997.4,23.4,0,2.2,NA,92
91,10,20,900,25.8,997.1,23.5,0,1.5,44,87
94,10,40,900,25.7,997,23.4,0,0.9,33,92
94,8,43,1000,26.1,997.2,23.4,0,1.6,21,108
86,8,43,1000,26.3,997.3,23.4,0,0.8,34,108
86,10,29,1000,27.3,997,23.5,0,0.2,42,101
87,12,27,1000,27.6,996.7,23.6,0,0.4,48,87
96,13,24,1000,29.4,996.2,23.6,0,0.9,71,91
96,14,21,1000,30.6,995.7,23.5,0,1.8,100,120
94,12,17,900,31,995.5,23.6,0,2.2,152,116
100,11,13,900,31.2,994.9,23.8,0,2.4,207,116
99,11,13,1000,31.9,994.2,24,0,2.1,224,99
104,10,17,1100,31.7,993.9,23.5,0,3.5,241,93
115,12,17,1000,31.4,994.1,24,0,1.5,255,110
112,9,16,900,30.6,994.2,24.5,0,2.2,234,105
120,5,19,1000,30.4,994.6,24.3,0,2.4,198,109
114,7,23,1000,30.1,995.5,24.7,0,1.2,153,109
123,8,26,1100,29,996.8,24.8,0,2.7,129,111
131,6,26,1100,24.7,995.9,21.6,2.5,2.9,111,115
131,3,9,800,23.8,995.4,21.7,0,1.8,124,93
25,3,10,500,24.1,995.2,21.8,0,0.8,116,60
48,3,40,600,24.1,995.3,22,0,1.4,60,46
41,3,9,600,25.2,995.6,22.1,0,0.6,80,37
42,3,2,600,24.8,995.3,22.7,0,0.7,86,34
61,3,11,700,24.2,994.9,22.5,0,0.6,62,56
95,4,76,900,24.3,996,22.7,0,0.7,3,70
85,3,56,800,24.6,996.4,22.7,0,0.7,9,74
78,3,56,800,24.9,996.5,23.1,0,0,2,78
71,3,55,900,25.7,996.5,23.2,0,0,3,67
82,4,41,800,28,996.4,23.4,0,1.4,15,80
84,3,28,800,29.3,995.9,23.7,0,1.7,41,81
101,4,31,800,30.6,995.5,24,0,1,64,85
112,6,31,900,31.4,995.1,24.5,0,2.2,92,98
118,3,15,900,31.9,994.7,24.5,0,1.6,152,104
107,6,10,800,32.6,994.4,24.4,0,1.5,194,98
107,6,10,NA,32.6,994,24.1,0,2.1,233.478,98
113,5,14,900,32.3,993.6,24.6,0,1.6,288,106
115,5,21,1000,32,994.2,24.3,0,1.6,329,106
115,3,19,800,31.7,993.7,25.6,0,2.1,280,86
82,3,15,800,30.9,994.2,25.7,0,2,204,71
110,5,24,900,30.7,995.3,25.8,0,2.7,149,88
119,7,25,1000,30.1,995.4,25.6,0,0.9,125,100
117,7,22,1000,29.8,995.3,25.8,0,1.2,118,102
109,7,20,900,29.7,995.3,25.7,0,1.3,119,106
113,8,24,900,29.5,995.1,25.5,0,0.9,97,107
107,7,20,900,29.2,995,25.6,0,2,88,99
110,7,19,900,28.6,994.6,25.4,0,1.2,76,101
109,7,21,900,28.5,995.1,25.5,0,0.8,68,103
115,7,19,900,28,994.3,25.4,0,0.8,63,108
115,6,23,900,27.3,994.2,25.3,0,0,43,123
96,5,17,900,27.7,994.5,25.1,0,2.7,43,114
98,7,20,900,27.6,995.1,25.2,0,1.2,36,118
126,9,32,1000,28.2,995.6,25.2,0,0.8,24,114
119,11,27,1000,28.7,995.6,25.5,0,0.8,38,118
112,12,24,1000,29.9,995.3,25.4,0,0.8,56,109
117,13,22,1000,31.1,994.6,25.5,0,0.8,80,109
118,10,16,1000,31.2,994.3,25.1,0,1.3,110,110
118,9,10,1000,31.8,994,25.4,0,1,155,118
108,9,9,1000,31.8,993.5,25.6,0,2,185,126
129,8,10,1000,31.9,992.9,26,0,1.7,204,116
137,9,15,1100,31.8,992.4,25.6,0,2,224,124
142,10,21,1200,31.8,992.6,25.4,0,2.3,233,137
142,9,23,1200,31.4,992.8,25.7,0,1.8,216,143
146,11,26,1200,31,992.9,25.4,0,1.9,197,141
135,10,24,1300,30.8,992.5,25.6,0,1.7,176,130
142,8,21,1300,30.3,992.6,26,0,1.5,150,139
152,7,21,1400,30,992.2,26.6,0,2,128,147
179,5,17,1400,29.8,991.7,26.8,0,1.5,118,164
207,5,14,1500,29.7,991.2,26.9,0,2.4,110,202
230,3,15,1700,29.2,990.5,26.8,0,1.9,101,201
226,6,21,1800,29,989.2,27,0,0.8,76,221
226,4,28,1900,28.9,990,26.3,0,1,45,244
141,4,26,1600,27.6,989.5,24.4,0,1.7,44,213
23,3,15,1100,27.2,989,24.3,0,1.7,75,126
9,3,13,800,27.2,989.2,24.3,0,0.8,73,71
34,3,12,800,27.2,988.9,24.1,0,1.7,70,78
35,3,11,800,27.7,988.8,24.5,0,1.1,74,71
59,4,12,800,27.8,989,24.6,0,0.9,79,53
75,6,15,900,28.9,989.1,24.9,0,0.9,68,59
89,6,28,1000,30.7,988.5,25.8,0,1.2,52,84
106,8,22,1000,31.4,988,25.7,0,0.7,71,101
127,8,34,1100,32.1,987.9,26.2,0,1.5,88,114
144,7,26,1100,32.7,987.8,26.3,0,0.6,118,124
143,6,14,1100,31.3,988,26.8,0,1.9,158,129
151,3,11,1100,31.1,987.8,27,0,1.6,142,134
155,3,13,1100,31.2,987.9,26.9,0,1.3,109,144
158,4,20,1100,31.2,988.1,27.1,0,0.7,96,135
155,4,23,1200,30.9,988.6,26.8,0,0.5,93,142
164,3,26,1200,30.2,989.2,27.2,0,1,83,158
165,3,30,1300,29.6,990.2,27.2,0,0,55,159
181,4,31,1300,28.9,990,27.1,0,0.8,32,163
157,4,28,1300,28.7,989.4,26.9,0,0.8,23,150
153,4,22,1300,28,989.7,25.8,0,0.8,23,141
153,4,14,1100,27.9,989.6,25.7,0,1.1,33,139
107,3,16,1100,28.2,989.8,22.7,0,1.1,31,135
62,3,17,700,28.4,990.1,21.2,0,0.7,41,62
64,11,30,NA,28.7,990.4,18.5,0,0.2,NA,39
64,13,30,500,28,991,16.9,0,1.4,36,28
28,13,21,500,27.6,991.8,16.9,0,0.6,42,22
21,17,25,500,27.9,992.7,15.2,0,1.6,38,18
43,23,34,600,28.5,993.1,16.7,0,1.4,39,24
67,19,37,500,29.4,993.3,15.1,0,1.9,36,21
71,15,33,500,32.5,993.3,13.2,0,1.2,41,23
89,12,23,500,32.9,993.3,13,0,4.1,56,26
115,16,22,500,34.1,993.2,13.5,0,4.5,68,36
127,14,22,500,34,993.1,14,0,5.4,80,36
115,10,22,400,35.4,992.7,14.7,0,2.1,97,30
92,11,25,500,35.2,992.5,13.4,0,4.9,105,29
63,5,24,400,35.5,992.7,12.5,0,4.2,104,23
45,5,22,400,35.4,992.7,12.4,0,3.7,104,18
30,3,26,400,34.4,992.9,12.1,0,3.3,100,16
35,3,39,400,32.2,993.7,12.9,0,1.1,80,13
45,3,57,500,28.8,994.8,15,0,0.8,54,11
60,3,70,600,27.4,995.4,14.8,0,1.2,31,19
45,3,43,500,26.9,996.1,13.3,0,1.1,38,18
26,3,40,500,27.2,996.6,11.2,0,2,37,16
18,3,35,400,29.2,996.8,11.3,0,1.4,51,11
15,4,24,300,27.3,996.8,12.5,0,1.6,67,7
15,3,30,400,27.7,997.5,12.1,0,1.2,57,6
14,3,32,400,25.7,998.1,12.9,0,0.6,52,8
15,3,26,400,25.2,998.7,13.7,0,0.8,52,3
16,3,32,400,25.1,999.5,14.2,0,0.5,41,6
31,3,44,400,25.5,1000.3,14.3,0,0.8,26,9
21,3,37,500,25.5,1000.5,15.2,0,0.9,27,7
20,3,28,500,28.4,1000.8,14.2,0,1.9,35,6
27,4,25,500,30.4,1000.7,12.8,0,2.7,43,11
29,13,24,500,31.6,1000.6,12.9,0,2.3,50,14
19,9,20,500,32.3,1000.3,13,0,3.7,62,7
21,7,20,500,33.3,999.6,13.4,0,1.3,72,11
18,6,17,500,33.9,999.1,13.4,0,2.6,84,15
20,4,18,500,34.6,998.7,12.3,0,1.9,93,6
11,5,18,500,34.7,998.4,13.5,0,1.4,106,10
38,3,13,400,34.3,997.9,14.7,0,3,124,13
28,3,13,400,33.3,997.7,15.3,0,2.5,138,11
27,3,14,400,32.5,998,15.5,0,2.8,143,15
29,3,15,500,30.9,998.6,16.1,0,1.3,142,11
36,3,20,500,29.1,999.6,17,0,1,126,13
55,3,27,600,28,1000.5,17.2,0,0.6,94,18
38,3,21,600,25.7,1001,17.4,0,0.7,77,18
29,3,21,500,24.7,1001.3,17.2,0,0.7,72,19
22,3,17,500,24.2,1001.5,16.7,0,0.8,75,15
22,3,22,500,23.8,1001.4,16.8,0,0.4,73,16
21,3,72,500,22.7,1001.5,15.8,0,0.5,25,14
24,3,76,500,22.9,1001.6,13.4,0,1.2,16,18
11,3,29,500,22.2,1001.7,13,0,0,40,5
13,3,34,400,22.9,1001.9,12.5,0,0.9,35,11
12,3,43,400,23.2,1002.4,12.2,0,0.6,25,6
19,3,27,400,23.6,1002.7,14,0,1,42,3
42,8,33,400,27.2,1003,14.2,0,0.2,34,15
43,11,29,500,29,1003.1,14,0,0.9,40,14
40,17,31,500,30.5,1003,13.3,0,0.8,38,12
63,14,32,600,31.4,1002.6,13.2,0,1.3,54,20
63,14,32,NA,32,1002.1,14.6,0,2.9,74.3274,20
43,8,18,500,32.3,1001.4,12.5,0,2.4,111,22
15,5,12,500,33.7,1000.8,12.1,0,1.9,131,12
20,2,13,400,33.5,1000.1,11.9,0,3.3,143,16
12,1,14,400,33.9,999.7,12.3,0,1.7,144,4
19,3,16,400,33.2,999.5,10.5,0,2.3,142,14
22,4,20,400,32.7,999.4,10.7,0,2.3,144,15
23,3,22,400,31.1,999.5,12.9,0,0.7,134,17
46,4,32,500,29,1000.2,15.2,0,0.9,111,19
60,3,33,600,27.6,1001,15.6,0,0.2,89,20
44,4,31,600,27.3,1001,15.3,0,0.7,80,20
41,4,29,600,26.2,1001.2,15.6,0,1.7,84,22
53,3,25,500,24.9,1001.2,16.3,0,0.5,82,27
43,3,20,500,25,1001.1,16.4,0,0,84,20
38,4,23,500,24.3,1000.8,16.8,0,0.8,76,18
46,3,28,600,24.1,1000.9,17.1,0,0,65,20
41,1,27,500,23.6,1000.9,17.8,0,0.6,73,22
48,1,41,600,23.4,1001.3,18.1,0,0.6,53,27
52,2,41,600,23.6,1001.8,17.8,0,0.5,50,26
55,1,33,600,24.2,1002.2,18.6,0,0.9,51,29
96,1,57,700,25.2,1002.2,18.6,0,0.8,28,36
126,9,92,900,27.2,1002.2,19.8,0,1.3,8,52
148,18,43,1400,27.9,1002,20.5,0,1.9,76,72
151,29,32,1700,27.3,1001.3,20.1,0,3.3,122,119
127,26,32,1700,27.7,1000.8,20.5,0,2,146,106
118,18,31,1500,27.8,1000.1,20.9,0,2.4,133,93
124,15,28,1500,27.2,999.7,21.7,0,2.2,148,107
136,12,25,1400,27.3,999,21.3,0,1.6,152,103
109,9,26,1500,27.3,999.1,21.6,0,0.9,118,102
105,8,25,1400,26.9,999.1,21.9,0,1.2,133,99
115,9,36,1500,24.9,999,23,1.4,0.6,115,101
148,4,58,1600,24.7,999.1,23.1,0,0.9,86,126
148,3,35,1600,24.4,999.8,23,0.7,0.1,69,122
93,3,53,1500,23.9,1000.3,22.2,0,0.5,43,121
103,1,54,1500,24,1000.1,22.4,0,0.6,27,137
79,1,39,1400,23.4,999.7,22,0.1,0.5,38,124
57,1,19,1200,23.6,999.8,22.2,0,0.9,54,107
55,1,14,1100,23.4,999.9,22,0,0,52,98
60,1,14,1100,23.4,999.8,22,0,0.1,42,94
64,1,14,1100,23.3,999.8,21.9,0,0.1,35,96
65,1,20,NA,23.1,999.6,21.9,0,0.7,NA,105
63,1,20,1100,22.8,999.9,21.4,0,1,10,107
63,1,46,1100,22.7,999.7,20.8,0,0,7,103
55,1,29,1000,23,1000.3,21.3,0,0.8,20,94
62,1,29,1000,24.4,1000.4,20.9,0,0.9,21,95
85,1,29,1100,26.5,1000.6,21.3,0,0.6,6,95
85,1,57,1100,27.2,1000.3,21,0,0.1,24,84
86,1,41,1100,28.2,1000.1,21.5,0,1.3,70,115
92,1,34,1100,28,999.6,22,0,2.7,96,114
88,1,34,1100,29.4,999.1,20.5,0,2.5,109,111
66,5,20,1000,30.3,998.5,20.5,0,2.5,150,102
73,10,14,1000,30.4,998,18.8,0,3.4,195,99
97,12,21,1100,30.9,997.7,18.6,0,2.6,222,84
97,12,15,800,30.4,997.5,18.2,0,2.5,230,77
76,11,19,900,29.8,997.3,18.6,0,2.6,243,71
84,15,23,900,28.5,997.3,18.3,0,1.9,210,72
106,17,39,900,27.7,997.9,18.7,0,1.3,175,73
115,14,40,900,25.3,998.7,19.9,0,0.9,151,79
129,10,46,1000,24.2,998.9,19.7,0,1,116,90
